                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    127,                0.78049,                  0.432,                 1.0353,                0.89836,                0.77523,                0.84445,                0.55581,                 1.1912,                0.75644,                 1.2152,             0.00035774,             0.00035774,             0.00035774
                    128,                 0.7702,                0.42638,                 1.0236,                0.82565,                0.82548,                0.83637,                0.55237,                 1.1921,                 0.7654,                 1.2326,             0.00035492,             0.00035492,             0.00035492
                    129,                0.79809,                 0.4632,                 1.0568,                0.88815,                 0.8211,                0.85475,                0.57208,                  1.189,                0.75264,                 1.2095,             0.00035209,             0.00035209,             0.00035209
                    130,                0.80416,                0.44024,                 1.0391,                0.89384,                0.77064,                0.84095,                0.56513,                 1.1661,                0.77056,                 1.2077,             0.00034926,             0.00034926,             0.00034926
                    131,                0.77666,                0.43893,                 1.0359,                0.90711,                0.76606,                0.83629,                0.56989,                 1.1684,                0.73779,                 1.1868,             0.00034643,             0.00034643,             0.00034643
                    132,                0.77163,                0.43006,                 1.0306,                0.87711,                0.78574,                0.84097,                0.56069,                 1.1886,                0.72833,                 1.2154,             0.00034361,             0.00034361,             0.00034361
                    133,                0.78648,                0.44499,                 1.0294,                0.88117,                 0.8164,                0.84144,                0.56073,                 1.2162,                0.76156,                 1.2001,             0.00034078,             0.00034078,             0.00034078
                    134,                0.78528,                0.45491,                 1.0296,                0.90336,                0.77187,                0.83074,                0.55661,                 1.2213,                0.77073,                 1.2166,             0.00033795,             0.00033795,             0.00033795
                    135,                0.81881,                0.44092,                 1.0369,                0.86957,                0.79515,                 0.8374,                0.56351,                 1.2085,                0.74638,                 1.2125,             0.00033512,             0.00033512,             0.00033512
                    136,                0.73475,                0.41348,                 1.0175,                0.87831,                0.79459,                0.84234,                0.56513,                   1.18,                0.74824,                 1.1931,              0.0003323,              0.0003323,              0.0003323
                    137,                0.75186,                0.42164,                 1.0339,                0.86118,                0.82522,                0.85289,                0.56264,                 1.1735,                0.73259,                 1.2206,             0.00032947,             0.00032947,             0.00032947
                    138,                0.76132,                0.41571,                 1.0341,                0.89473,                0.81876,                0.84764,                  0.564,                 1.1888,                0.72458,                 1.2086,             0.00032664,             0.00032664,             0.00032664
                    139,                  0.775,                0.43079,                 1.0352,                0.87648,                0.81372,                 0.8402,                0.56797,                 1.1857,                 0.7415,                 1.1982,             0.00032381,             0.00032381,             0.00032381
                    140,                0.74012,                0.42038,                 1.0097,                0.85054,                0.81193,                0.84075,                0.56662,                 1.1704,                0.73647,                  1.203,             0.00032099,             0.00032099,             0.00032099
                    141,                0.72856,                0.42082,                 1.0129,                0.88842,                0.80356,                0.84737,                0.56205,                 1.1689,                0.70625,                 1.2016,             0.00031816,             0.00031816,             0.00031816
                    142,                0.72895,                0.41724,                 1.0072,                0.86307,                0.80953,                0.84277,                0.56938,                 1.1787,                0.74961,                 1.2075,             0.00031533,             0.00031533,             0.00031533
                    143,                 0.7835,                0.43911,                 1.0268,                0.86709,                0.77982,                0.83481,                0.56749,                 1.1857,                0.76895,                 1.2175,              0.0003125,              0.0003125,              0.0003125
                    144,                0.75312,                0.42689,                  1.017,                0.87433,                0.80275,                0.83907,                0.57135,                 1.1763,                0.76026,                 1.1969,             0.00030968,             0.00030968,             0.00030968
                    145,                0.73691,                0.41338,                0.99986,                0.86003,                0.80275,                0.83196,                0.56791,                 1.1814,                0.76101,                 1.2159,             0.00030685,             0.00030685,             0.00030685
                    146,                0.72218,                0.41786,                  1.014,                0.90777,                 0.7675,                0.83259,                0.57009,                 1.1803,                0.72294,                 1.2154,             0.00030402,             0.00030402,             0.00030402
                    147,                0.73581,                0.42456,                 1.0048,                0.87341,                0.79125,                0.84292,                0.56358,                 1.1825,                0.70125,                 1.2152,             0.00030119,             0.00030119,             0.00030119
                    148,                0.72041,                0.40208,                 1.0065,                0.89046,                0.78305,                0.83993,                0.57055,                 1.1816,                0.74659,                 1.2238,             0.00029837,             0.00029837,             0.00029837
